,text,label
41774,ma7la zinhom nkaberha na3milha poster fy dar,0
41775,nykin bot zada tfo,1
41776,tfouh,1
41777,okey,0
41778,chnia lfare9 entre flybox prepaye flybox postpaye,0
41779,5aref,1
41780,depasement existe bien tounsia ay tele ejme3a betet tmajed elilet thwria ya7kiw stade esmou barnemej tefhem griba heda votre faute prseke law 7tit m3ahom point lowel fasartelhom chiboub mcha pub delice mahech doumelhom louken 3malt programe sport y9dmou clubiste choft audition tesma3feli hezinek hawiya testehel y9oulou osktolhom mta3l manech nosktou ya3mel jme3et stade entouma ma7chetouch madikom atawa ndakroukom zayed traba cho3ba 3mrou ywali,1
41781,alef 7a9,0
41782,n7eb neselek labes,0
41783,hia,0
41784,sif 7abou saber yhz kes yousl rajl 5lifa chmeta ta7 forza,0
41785,lbouselmya tardouh wswahlya tardouh wmazel mazel,0
41786,masat ma5yeb manfare,1
41787,3ejbetni ema metchaw9a chkounou chrif,0
41788,wasel wa7na,0
41789,raho chaab lifriki bark hanek beki mkabich hkeyit siesa wildi rikhik minha tayih kadrik itfakir klemi bilehi hyena,0
41790,kalb kalb kalb,1
41791,lclub berjalha lclub wrak wtahana yet7asbou lwa9et saber,0
41792,nas7ek bsaies trabelseya ridha dridi imed m7al9ine youm fi9 wed y7ez sna saba yfasdoulek khedma tekhdem 9ader a3lik khali goubaa yfased abrek menhom moins hathaka wahdou t3es a3lih,0
41793,maset,1
41794,yar7am oghtila aw ay maken wajh ardh dhed irheb kelma dounya,0
41795,ma2sat yjibo yhmlo,1
41796,ma7la zinek,0
41797,floucek wfet yesr tetfoura5,1
41798,3malet film porno akaahw,1
41799,mamsathhhaa of,1
41800,monteurs,1
41801,madame dora wali,0
41802,mridh yechfih hezou 3adiyou 3lihh,1
41803,capture,0
41804,manawarena nour,0
41805,tafeha,1
41806,bourjoulia bikol ma9ais histoire yfdha7 7kayets erachwa t7bou playof lplayout,0
41807,bravo ngreat programe nbig respect from great britain,0
41808,bilehi nayek,1
41809,tayaraa,0
41810,nistaghrib kifesh andik tres grande competence mekish mistghelhe lparc wil gorjeni yelzmou ikoun votre home confiance insen honete tous clubistes savent,0
41811,periode examens etdemain joumhour b9odrot,0
41812,ma3neha autrement togtlou testa3mlouch telefounou galou haica justice normalement ces details se donent jamais details police,0
41813,verse wf batel rap nayek,1
41814,rajl lah ybark yhfdo ytawl 3morh ymah hado homa rjal 9lil mno masha2lah,0
41815,nitmana ninta5bik khayfa minik yji wnindim tdhakar beli amana bin ydik tithasib youm din hasis brouhik kad lmas2ouliya hadhi,1
41816,irja3it itkawrou chahid,0
41817,honetenent hamdlh jena blid kbih harib jemaia yosrof aleha,0
41818,tfouh amine hame tit,1
41819,mazel na9es defence surtout yetsala7 yo5rej lya39oubi yelzmou yzid ye5dem max yosle7 remlacant 7arba yebda lpartie,0
41820,enes tetmanalek 5er raja3 3laha netsawer aslan 5rajet sbab dou3ahom traja3 high high,0
41821,tayara faza rojla,0
41822,m3alem fat7i klemo la3meri tha7ekto zeyda,0
41823,5it ma5yabhhha nakraha,1
41824,raja3 lmaknetha nraj3ouk monde,0
41825,amin,0
41826,importe quoi 9a3da tahki bdit tsawer kont courant bedhourouf 9anet hiwar apres tout hiwar 9admetek soura 5alet la3bed t7ebek rojltek malheureusement kont tnajem tal9a solution par exemple yet3ada hiwar copie terbe3 wataneya ma3neha yer3ada deux chaines ema fard wa9t ema wa9tine mo5talfine hiwar t3adi,1
41827,machalh ye7fdhek nchalh,0
41828,chaine poubele tfouh wled lihoud,1
41829,manhebouch,1
41830,achkoun t3ada cab thabtolna eljiha elganouniya,0
41831,kn mejech ne9es wa3ey cpr louel,0
41832,golna d5ili ahsan gol tonis lazim ytam tajdid 3akdo oi tahsin thorofo akbar 5alta njibo gol binzarat,0
41833,vipa m3alem sa7bi wa9tek todhreb musique mta3ek,0
41834,jai trop aime tenue ta3 baya styl ghajaryet,0
41835,m3alim,0
41836,watani watanek brima ataow ya3melek 3amla 3andek bien sre,0
41837,belehy nabara zebi just yna7iw folow,1
41838,maset,1
41839,9oltou ilbeji ra2is akbir kertha t7il btounis,0
41840,hamadi khalfalah,0
41841,3pac kef,0
41842,tayechli miliard nbatelha la9raya xd,0
41843,hhahha mleyen 7abitouha,0
41844,la3chiya may9al9ouch za3ma,0
41845,wa7id ma3adich,0
41846,saybou erajel,0
41847,yd5el lejhanam kamcha mounef9in kifkom hatahad may 9telkom lotf,0
41848,inchalah zina fayda tasfiet kouloub toujours unis,0
41849,maalam aminos,0
41850,mkacha5 rjoly 3almya lahkya,0
41851,mench nseb nawfel malgre nakrhou mas cete fos ci tla3 sla5ha bous3ada,0
41852,damou rzin baarcha bhim,1
41853,benet 3ami 3andik 7a9 5edma jek 3aredh als akhowa b3id produit asma3 n9olik bravos faycel nawfel tayechom 9asman bilah yo5zerlek akhowa odhmen mosta9blik o5ti,0
41854,hadou sah machalah yehfdou yehfadlou mimtou bakitna khouya ne3maa terbiya,0
41855,copie coler,0
41856,mast m9ded maast,1
41857,n7ibha wajiha y9oulouli tichbhilha,0
41858,kalba yhasbek litrawej lines ywaf9ek,1
41859,yakhi hala yakhi importe quoi,1
41860,n7bk,0
41861,nik rabik baya mami baldi fuck u,1
41862,nharek mabrouk,0
41863,wa9teh sfax,0
41864,maset laset,1
41865,invite plze compte jdid,0
41866,pof elkalba ta7anet chiboub elmojrom,1
41867,mibon zeby,1
41868,bari 3asba,1
41869,aaa wiliyay za7 bar sha mafra7tish nour wisam yosof imboge 5asatan,0
41870,malayin laak laken moych 3endhom elemkanyat 3abrou,0
41871,choufoulna e3lem yasari tnahioulna flousna ekrah tmaoulou houthala prie faire paser mon mesage marzouki,0
41872,ilbas,0
41873,wahdek m3alem mnawer hodhorek,0
41874,jey live khanchour ya3mel like,0
41875,tahan chbik ma7alitch fomek 9alt 7ijeb masa5 tfih,1
41876,bravo,0
41877,bravo wa7dek kifeche beche ymoutu makinitlhomche 3ale bele lims5ine fibelhom chiboube limasa5 wili ymisik ymisna lzime giraaa saye lezimkom riglaa,0
41878,mahleha nmout a3leha,0
41879,7ram 7okoma dalma,1
41880,bwahritha 3indha met9oul ro7ha,0
41881,gangner titres faut defense dur nsiha lazem moins defenseurs khebra axe yerbahch moins yakhsarch,0
41882,model heda n7ebou maryoul ejam3eya kifou inshalah,0
41883,mte3ou 7or ye7ki,0
41884,lefriki 9eset rejaal ya7ki 3alihaa tari5 zemaaan rejaaal rejaaal te3ich lefriki for ever,0
41885,3aza nmout,0
41886,yar7em ak lifayem olfa yousef,0
41887,tfo klochrat,1
41888,bravo courage,0
41889,eni menakrhouch rabiy tawel omrou ekiyd leken menhebech enifek wetmalek ei deyer biyh aech enterabneh koliy enrajou enahda heka wtawa chameltou chey teklou fibadkom elbabouch ejiaan jian wtah marka yamel yelka karahtouna felahzeb wnourba wesyesa wfi bkolkom badkom mounefikin fakertouha hamechtouha raditouha tounesten wektou labed lham lebheyem edenya chelet berle elmeiycha etmatem wakt benali kenet thebou touslou echaeb yarliy welkes etaba weliy yazra yahsed ekiyd wetlefez fawda armaa wekwiy yeko ediyf ralitou felme felkre karhtouna fihaja esmha siyesaa thebou touslou enam menhebouch enahda felhokem wentouma tarfou heda chouft eliy entarbou ekbel wehed mehom lehou yentereb abeden amseh met elwataniya kalet kolwehed yejbed erouhou elerheb edenya melyena raleya eneima thebou touslou metesthelchi heda thebouna nentahrou medoulem elisayer etfakdou ekada fiy sousa werachwa ei atat emsed esiyeha wedarbet thebouna nousktou elmout etseketna elboulis teb wiyched erhebi welbhiri yseyeb mah ejbek eljeych yched belmalmous welmedi welgojeniy ybedel elmelefet wiseyeb esaber enes tarli fegaf amel bouslama selem achet houra behrayerha,1
41890,mafhimtech,0
41891,chihem zboubna fananin 5amja tkalmou i5osna,1
41892,mal9it manekel part sauces,1
41893,ma7lekom,0
41894,7ayawanete winou 9anou normale yodkhlou ldyar nas ywa9fou yhizou la3ba,1
41895,tayara,0
41896,rakazly 22dt,1
41897,yakhi ofet,1
41898,badel modareb elfot jib tunisien y7eb ya3che9,0
41899,ebrabi echnoua la7kaia et3ebt fadit echhar meli a3malt demande a3la ligne adsl nejri ijou irakbou ligne jou rakbouha e93adt jour youm nemchi telecom i9ololi esmak mazal mahabtech system behy ba3ed ahbet esmi system a3touni modem ba3ed e9rib twa enkamel jem3a meli e5thit modem youm nemchi telecom enkalem telecom i9ololi kalem enkalem i9ololi kal telecom a3leh voyent adsl match3elech modem enkalemhoum i9ololi estana ebrabi choflna lazem asel menou fad elwa7ed echar za7 twa num ligne adsl num emta3i choflna 9oli kifh na3mel anule engagement,1
41900,tfoh a3lik may3jbk wbinesba lidin na3rfo 5ir mink ebarcha,1
41901,belehy choufelna akel max jebthelnaa aparement sa9ihh gauche 7ala fihhh,0
41902,mafhemtech jeybin sle7 mesbe7 maye3jebnich jemla mast 5atrou,1
41903,amset msata,1
41904,triste car gainer aucune chose orange malgre suis client fidele,1
41905,parait erabta ghodwa va decider tla33ib cab jsk match barage yikhsir ihizha wahdou 9alilhom w3idhom jey echcharafi,0
41906,3jebni,0
41907,raj3elna montasar yarham,0
41908,mba3ed ta5raw hazha la3la lmarateb slimkom e5er l7el9a yhezkom lelhewya,1
41909,houwe we7id ejib flousou ehizou,0
41910,machrou3 siliana cha3malt fihhh ray wileya kemla testana wethaker siliena wileya mli 5thit ma93ed ta2sisi w3tawk thi9ethom te5dem,0
41911,inchalah yhalik wafek hyaik alitina ryousna bravo,0
41912,m3alem,0
41913,mazilna wn7ebouk mit2akda tweli ra2is 5ali ya3rfou 79i9ithom,0
41914,ija lwdlil klhom ynt5bouk walh,0
41915,zebi seif desole,1
41916,genial bravo equipe qui fait clip trop top,0
41917,freq etounsia,0
41918,samaket samaket,0
41919,chakon 9abl,0
41920,3indi cle4g post paye ofre intense kont n5ales dinar 3em bdit n5ales 2dt 3indi 3amin emkeniya tar5s facture,0
41921,manadher tfouhh,1
41922,tfoh kalb 3adw edin hamel,1
41923,bles you both kathmqi orbi yfr7k inchalah oykbr f3zek btw to twhchnaach fg,0
41924,en7b enwali em3a el7zeb kifach,0
41925,bahbar farte9,1
41926,nhibouk alkatir yemchi koul mayebka wajeh,0
41927,ina ismi mohamed haboubi mouroj tnajm t9oli test please,0
41928,ma7la zinik 7amdelah slemtik yefadlik 3eiltik netghachou n7ebouk man7ebouch daget echouka,0
41929,m3alm,0
41930,bravo hanen,0
41931,chapeau,0
41932,bien bien,0
41933,bravo klay a9wa 8naya tnjem tsma3ha wa9et rap ta7 9adrou bravou klay,0
41934,hobi 5awl tawhachtak winak 8iba 3atich tabani yasar,0
41935,ensena jehla bhima tfouhhh,1
41936,wek end 8ir cnx raho 3ib,1
41937,lcorouna yti7esh akeka 3and lezem ykoun we7ed ya3dik besh tomroth moush labes t3ish environement 3adi faj2atan tomroth akeka,0
41938,zeb zebi titre yzid yfased,1
41939,birabi yeziw ketheb ne5esekom tefelmou 5asitou cha3eb ketekom kelemkom nehar toulou wentouma thesebou la3bed surtou maya mete3rech ta5ki 5agara ya5i sehel te5kiw a3la ketal menech raba madame meriem a3tet dares dimokratia 3alem ina menetami 5ata 5ezeb temchiwech te5ezbouha la5kiya juste 5abit ne3ti rayi mostewa 5iwer intouma teye5touh surtou plateau inte3ek makgres 5adema,1
41940,ih mamestou 7asra 9atlou etma93ir na9es melmsata kathertelha,1
41941,jabouhech rjelha es7a7 yjibha 7aad fahem yefhem,0
41942,tayara,0
41943,da5la raho kartha alyoum atfarana iji match kora tfouh jad bouom ata7ana 9a3da tadhrabfi lamlayan wa7na na7rgo damna labajadiyat amta3 alkora mafemech mafema combinisation,1
41944,9wiyaa preuve le3jel ywali yakel ma3dnous bravo,0
41945,marouma ahsen wahda,0
41946,9olet ene menotgel machro3 enthali rebeh narfek 3ened kelmtek,0
41947,souta 7lou barch,0
41948,ty bary ma5ybik,1
41949,meskin himar hazin,1
41950,bra7met waldikom jma3aa yali t7ebou wisem ya7yaa wisem wildna n7ebouh afehmou 7ajaa mahouch melk efri9i be3neh jam3itou lo5ra hia wa7ida tetsaref ya5i n9oulou be3nahoulha bakou ysaybouhoulna miliard ma39oul ma3adech narj3ou ltali saye ja mara7ba jech pase no9o3douch enlakelkou nharine jibelna wisem maw wisem najemnech netrach7ou champions league alexis nekethbou rwe7na ya5i wisem yab9a yalzemna nchoufou ba3dou,0
41951,foutez moi paix,1
41952,andi khalsa metimchichi,1
41953,ydf mnyk,1
41954,5ayen laybareklik,1
41955,mochkl mochkl meni 3amel abone tsekir tleviz,0
41956,real lbarca 5ir,0
41957,mahzla 9elet 7ye tf,1
41958,m3lem mdama mfar7tna labes,0
41959,yemchi ynayek nida forza dc marzou9i,1
41960,tous somaine envoyer reclamation,1
41961,bhema zebi,1
41962,rya7i cris angel,0
41963,m3alem yab9a m3alem imanak mat5alich tay7a nas met7yla osber twarihom mosta9bel chnya tasba 5ier,0
41964,tbarkalah soutik 7al9 mnawir,0
41965,fakartni octobre wa9t 5rajt 9olt akbar 5aser elections la7zeb diniya wlyoum 3andek intisar,1
41966,nekrha,1
41967,ejma3a ely dayrine 5asatan edridi homa ely 5asrouk 5asro,0
41968,ija 9a7ba na3emlo,1
41969,ahsen conexion,0
41970,tfou,1
41971,ina3inbo t7inik jamal,1
41972,barnemej kolou m9aled quot tonight show ta3 jimy falon,1
41973,minsab jet nse kifha b5ir continuation,0
41974,mortaz9a kemcha hmel yerb7ou 3asba mseyba entouma frou5 bze9 tchedou ta5raw mordha yeli met7chmouch,1
41975,ghaltet omri lkit rouhi takhlakt,1
41976,atamana an takoun anta elmar7ala el9adima tansa nasi7ati el79idoun welfachiloun mazale yatarabasouna lak isti3dad radi keydihim,0
41977,3idek moubarak wyen3adou alayka oma eslamiya khayer baraka,0
41978,jaya testa3reth bdenha,1
41979,cadrage 5ayeb,1
41980,fan mta bleda 9ilat 7ye ejul mta,1
41981,fawzi benzarti seul capable nous sortir cete crise,0
41982,faut penser changer mentalite abord,0
41983,mamsatkom,1
41984,ane orange pus nal3ab m3akom ma3labelich nerbeh vive orange,0
41985,m3alem,0
41986,hhhj boujedi,1
41987,nawfel masa5 fasetha talvza khamej,1
41988,yatikom 3asba s5ouna nouna,1
41989,sa7a 5edma behya st7a9et majhoud l3abt presque scenarios lmochkla ani wa9teli l3abet scenario mahazitech death note hazha ahmed wa9tha normalement taxist mametech or fin apres an nal9a nafs fin 5ou taxist haz taxi karkom 7sebtoulha 7sebha sinon overal,0
41990,yo93ed 5ouh,0
41991,hadhi equipe,1
41992,3ame khire inchalah iji romdane raise leblede,0
41993,3alch teda5el 7ajat mate3nikch,1
41994,sahirya,0
41995,hana rja3na layamate zaba kin qal rahoum younachidouni tfouh alihoum bravo,1
41996,e5dem rou7ek kleb tanba7 mademek te5dem bien notre chere,0
41997,berasmi tbarkalah 5w5mis,0
41998,tbarakah southa,0
41999,mahleha,0
42000,farina,0
42001,thesou ndyef mokhou,0
42002,bravo winchala jam3yet ta3mel kolna twansa wma had khir had,0
42003,m3alem,0
42004,monsieur presedent continue tous toi m3akom wrabi ya3tikom 9owa wesaber te5dmou yelzem naje7 el7oukouma mas2ouliyat enas cpr nahdha takatol mojtama3 madani w7amdlh jet ydin eli3tinahom thi9etna fiydin sora9 wmayefhemouch ma3na dimo9ratiya aslan,0
42005,shhh bena aya tal9aw react chaine y7eb yetfarej,0
42006,marwa met2l9a hlowa sekta,0
42007,dope style,0
42008,dirilina video doudou khir jhh,1
42009,khra yesr mamestou,1
42010,tougtl 3asl yefihri,0
42011,7awl ilah tenje7 kef yiraa3ou wid 5hasaten ouled 9alaat senan oubliez kalaat senan,0
42012,blanchisement argent,0
42013,kelb ekbir jerdh nahdhawi tfouh e3leke elwejh,1
42014,makhyibha,1
42015,ui meskina,1
42016,miboun,1
42017,mast last,1
42018,latraba7,1
42019,sel3a gra3,1
42020,clubit presedent mahomch wlad lisebou 5atar mahouch tbi3t l8aliya la7keyet athouma baz athouka mortaz9a e5dam rou7ek wa7na,0
42021,tounsia kahba rahki a3la cocane tfou a3lihoum kalba,1
42022,conexion stable,0
42023,a7la sitkom,0
42024,aw ta7an touns tkalm t7el fomk metdhamn franca met7in 3aychk lklm fare4 k has in 3azyou omou,1
42025,khedma,0
42026,wahadha tenjah,0
42027,m3alem menek net3alem wajiha,0
42028,yosterna yoster bladna lazemna kolna nakfou b3adna tet3ada elmehna,0
42029,9alek 7ram sra9t yahkilek libi yechkilek jabri wchbik wpk tkalamtch chiboub wmedeb wjnaya7 fi9 weldi ina ba3 tha ethan ethem wrajel jetou 9athya chakwa libya alahoma la7asad izidou ya3ti leli 3andouch zayd eljahl ya3mel,0
42030,thaat english maa anyek menou ly 3amlou jaime,1
42031,tbarkala 3leha berasmi beketni,0
42032,merg masat,1
42033,cha3bon tafah ablah,1
42034,bravo,0
42035,y7iklamtlou,0
42036,tout fait,0
42037,zibla maskha tfou aliha,1
42038,capo del capo landoulsi,0
42039,yene7o tapis rouge yemcho ka3a ahsen,0
42040,bravo maya respecte qlque chose toi ton civisme ta haine envers klocharat g3or 7aftarich echa3b etounsi malyen behom malheureusement,0
42041,m3adhebhom,0
42042,ey,0
42043,zebi mhouch jyni noum btalna jaime 9ba mnsm3,1
42044,sa7bi 7dhart choft groupe italian francais ched babouchtek,0
42045,ma7lehom,0
42046,abda3tom vrm bekitouna le5er,0
42047,zied nemchiw enaa,0
42048,bfait tchouf likrahib lidarat ya3mlou bihom izwewla 3lihom ma3andhomch 7a9 mi chef winti tala3 ya5dhouhom ok3dou barbchoulou irajil farksoulou chniya 3ijbitkomch,0
42049,5ir ra7a etajrou 3bad 3maltou 3aaar elfsaad 3aditouh 3abi 5ritou kathartou wasawkom,1
42050,acord vais verifier numero ligne merci,0
42051,ta7founa,0
42052,blastou damou rzin,1
42053,ilimou fdhay7 yarj3o,0
42054,hathaka clips aslou fthaya7 5it,1
42055,makoumech t5efou mnaykin klab sra2il makoumech t5efou hamkoum w8amkoum tfouh 3likoum latrabe7koum cha3eb kemel 3amel thawra wjayeb ra2is inthif wenathef libled walou foused wentouma ta7kou bilwsa5 waletou inthaf 8riba tfouh,1
42056,chalah 2atrous jibena maykel raho ma3ndnech ataquan,0
42057,rajil ani etoiliste boucoup 5atrik t7ib a3tit milyarat jibik t9adim wa7id istfazik 7azdik mich motribi n9olik boucoup,0
42058,dit vive derange personelement 3ajebni 5itab ma3andou 3ala9a be nahdha,0
42059,miselech nes2lek,0
42060,chna3mel netfarej film kemel mafhemtech,0
42061,m3alem jawek la3rouset wa7dou,0
42062,amir rouisi mchit tnayek blasa o5raa 5ir sere99 a5ralou fihh sore9 3andkom,1
42063,buon compleano capo hay alf khir part manich ngolek jibelna ect ngolek grinta gloria 3andek ka home afaire najeh yelzem tazre3ha lawled park viv recorda bene grinta gloria avanti ragazi,0
42064,ma7la zinek barhom,0
42065,bsaraha mwahrinha,0
42066,yakhraw,1
42067,ahla baja3a mhlek,0
42068,9afef enahtha,1
42069,jarbou3 mout,1
42070,fasdha bader yako lili,0
42071,rais 7okoma fi9o ta7ia 7ora 7ora cha3eb abir,0
42072,recherche yhani fy nse,0
42073,bravo,0
42074,maset blid jit,1
42075,yar7m waldek,0
42076,case crote,1
42077,bde ynayek sanfara,1
42078,5abith 7a9 9a3id t5areb byout tda9i9 achya 5asa jidan m3ares snin whowa y9olou martek mat7ibekch,1
42079,long avant comander crepe farmer penser atendre h3 qu ele soit table,1
42080,tfata9 l7al9a,0
42081,jalsa ta9yemya,0
42082,amset niheya,1
42083,il3ib filijebek mostawa wzid maset,1
42084,erjele teksebe ta7ana tnaber mchite 5demete rou7ek 5ir,1
42085,tfouhhh,1
42086,fire rata taa taaa,0
42087,waslet la7akaya,0
42088,ya5i migalo 5rej,0
42089,you deserve it mabrouk nestanew khir aam ejey,0
42090,yfsed tfrij joreteha mamsateha,1
42091,hani im3akom,0
42092,ou9sem belah amsat menou maritech 3amlin lih tawla warb3a krasi,1
42093,borjouleya yesatahel ykoun ra2is jeune motha9ef beflousou ye7eb ye5dem manestawrouch yatma3 fina,0
42094,enta5ebt al7ezb alwatani al7or,0
42095,hazou lcaf,0
42096,zbr,0
42097,wenty 7ay 5ir,0
42098,majabthach irajala belik sare9 wta7an,1
42099,manifik,0
42100,twalit mouda mitekerera,1
42101,conexe thachem,1
42102,nal9ah lfilm,0
42103,zina nmout,0
42104,bravo,0
42105,keni galbek,0
42106,tafeh,1
42107,pense bayrem va mourir najla va se marier avev badr,0
42108,saif borjouleya aka mastin mahomch ya3tiw wehed enes nchoufhom manetfarjch video chbik ezab tkaryik creativity mte3ek sadim,1
42109,triste,1
42110,iya kaleb lkalb achraf minak iya bouma lbouma anwar minak iy mounfa9,1
42111,esoum l8ali yzid,0
42112,bravo,0
42113,zeby chbik chnouwa youm titre zeby etnafes zokom rap ba3dek 5rab mekech peroquet,1
42114,enchalh i9ousouh 3ar badou i5altou fina ma3ch i7atiram yakdm mouratah walkar tal9ah yazna ma3 bantah barnamj nitfarjou 3alih tfouh,1
42115,machin listade hajouwarete zbaber inzidou inraw7ou a3sabnaa,1
42116,mi3lmi,0
42117,mosmama testehel makyabha,1
42118,wahra ykather menek,0
42119,pf romdhan yrabhek n3ichou,1
42120,itha eteka methemeti nakisin tilka echehedeto bieni kemilou,0
42121,maaaset ye5ou zeyed athmer menou 3le pf tefeh,1
42122,stop mocking women in every sketch,1
42123,y3aychkom sakrouha ligne 9osoha wjew hezo modemkom rat7oni,1
42124,trab7ek amin wenchalah weldek yetla3 kifou mazelet thez rasek,1
42125,ija lelpage hethi irkech samedi soir fb,0
42126,khay y3ink yzidk l3asba sormk,1
42127,lelahi a3ta lelahi akhadha ina lelahi lalahi raji3oun yarhmou yorzok ahlou asaber jamil,0
42128,yah yah macha sa voi magnifique macha,0
42129,in7eb koura manajemtech noslilha ci itnajem it3awini,0
42130,5alkaa,1
42131,m3alem 7oumty,0
42132,sa3a ma7leha,0
42133,alaho akbar yarehma wi na3ma wi sabar awlada w3ayelto,0
42134,tfouh wa3lih masa5,1
42135,rajil,0
42136,lama nra tsafe9 tsi7 n5af tarje3 3a9lia 9dima ynajem yfed ytbadel cas yjriha sleh,0
42137,bravo idhaken mafamech ataquant 8oul lazem wili 3ana yzazi sif wmata5ouch 3lehom hedhouma y7eboua taquant outourogou,0
42138,tetkalem,0
42139,apar tous clubistes ya5rawlek,1
42140,ma5yebha,1
42141,salem tr sympathique netfaraj na3mel,1
42142,as raison 3awret enahdha krahneha w5arjet 5choumetna wrabi ysema7 sawtoulha w5alewna n9asiw fha jahala hedhom wnet7amlou plateaux,0
42143,tayara,0
42144,machalah 3andha cha5sia 9wiya 9raytha ahm tamthli,0
42145,chahrin,1
42146,makhtouba ghadi,0
42147,migalo bravo,0
42148,eryehi eta7an mekch tnejem tekseb 9loub etwensa flousak sre9etha ta7ant lenahdha masawart chey ta7ant a7zeb tafouk elmehid jem3a menejemtouch tnabar intia jit echa3b,1
42149,boulisiya kleb emas5in 5omej tfih 3ali esis kewin sel3a zbela kil jebithom kil 5admithom,1
42150,sal7elna lhond welbsket yar7am,0
42151,amset msata,1
42152,ta7an,1
42153,bravo,0
42154,fesh yahki heza mnin miboun heza ma3adesh fahmin fesh tahkiw,1
42155,taleb rou7 nayek 3asba mak thib khrawat,1
42156,ma7leh mouselsel,0
42157,creation tayara tir tirane elfekra ma7leha concepte cadre,0
42158,hichem ajbouni,0
42159,non ta7ana maystehlouch,1
42160,wow,0
42161,mabrouk echa3b etounsi ywaf9ou,0
42162,9talni dho7k bravo,0
42163,n9oul lazemeha jam3eya experience n9oul yomken kais waka nabil,0
42164,bravo,0
42165,nad7kou ri9,0
42166,pauvre tla3 mridh te3eb mo55ou tbara3t zwewla romdan le9in charba 5irlek wati hasbi ne3ma lwakil feli tetse2lou 3lehom melyarat wa9tha jahanam be2sa masir tfouhhh,1
42167,chbik mat7ebech na9ed beflousek testa3bed lefri9i,0
42168,lamine m3alem,0
42169,maset,1
42170,sayeb erajel,0
42171,ba9ara 7aloub sa5ifa,1
42172,m3alem,0
42173,tfouh chleka,1
42174,zebla jebt ethawra etfouh w3ala aslek wbech trabi ajiel 5sara,1
42175,masa7ech mata3rach tsou9,1
42176,zabor,1
42177,mes cheres reconaisances jaafer touche enormement y3inek sa3dek fa3el l5ir,0
42178,berjoulia sa7a liha 3anda ism kabchouf deja mahouch de5el tma3 ausi 3ando prog heyel wberjoulia tmanitou yched mahouch ji3an 5sara wsa7a leha african,0
42179,bravo,0
42180,bravo kelm samim alh ghaleb y9oul kelmet 7a9 ynabrou,0
42181,ma7le admire,0
42182,hiz tayche oi zidhom elhaj mas3od,0
42183,smug,0
42184,mazalou matches lazem victoires njibou lemkach5a netrach7ou final match nod5louh m5a5na pts,0
42185,a7la ja3for te3jebni wrabi ybareklek sahtek wrabi y5lik lina,0
42186,rap,0
42187,5atchibi pilote kadheb,0
42188,neymar tunisia,0
42189,lah khali li3ando mo,0
42190,9olhoum y7otoulik redif wled moufida maktoub 4adi,0
42191,bahi,0
42192,mekech 7aseb egypt,0
42193,mawdhou3 mohim lazem nahkiyo tetetha9af ta3raf twaja,0
42194,nice one jdida khedma behia espere voir 7ajet style ariana grande igy azalea,0
42195,da5lou lacrim tnaber clip louken to93ed tnaber toul hyatk mada5lhomch,1
42196,chbik bhim,1
42197,a7sen matasma3 kemel la3bed t9ata3 trayech chraf ghirha jrayer l7alet lkoulha maw kirad entouma t7ebo ta3mlo l5ir maw a3mlouh soutret flen falten ykoun setrou yasba7 ghoudwa maftho7 fo9 lkoul chawehto souret lbnet tout cas yehdi,1
42198,lautner inta legmal jabri bhim el9a7ba el7ram 3ind,1
42199,faw9a jami3 prochaine fois cherche te vote enjazet famech skatna 9olna 5atihe 3andouch sala7eyet taref sala7eyet lcithom tzide tfadedna ms prochain chmeta,0
42200,echksra welb7ar,1
42201,mo7tarma iwafa9ha,0
42202,marzen mlayktek mo9ded,1
42203,toujours meme reponse,1
42204,m3aalem,0
42205,bravo hanen,0
42206,e3ink 3ebdli 9aherhom,0
42207,raby yerhamkom nchlalah jouretna bark yakdrou hachya metet khater whouma ybelou lmaryoul bark mestakhsritnha fina raby yerhmkom,0
42208,macha,0
42209,tehchy 3asba ta7ger 3asba,1
42210,faten drd,1
42211,chbi maset ledarja hathi,1
42212,vremon bravo,0
42213,hethi imen ayedi,0
42214,9adechek maset,1
42215,cherir,1
42216,super bele vue jour,0
42217,mo9ded tbendir wet7ine sma3touh yghani beji ya3tehom ezouz,1
42218,jours mili 3malt demande ligne smart adsl youm mechi jey wenefa3,1
42219,7ay b5ir wnetmana tesma3 klemna wtraj3alna montasar yousef l3elmi wtraj3alna lifri9i thnaya s7i7a wraho matkoun lifri9i b5ir mayzid cha3ab lifri9i y7abek wya9af mechwarek elsayasi,0
42220,bravo jaloul,0
42221,voir,0
42222,faut zouhair dhaoudi parc ainsi taha yacine khenisi,0
42223,virage lmkach5a m3akom wm3a l7a9 wm3a l9adhiya lfilastiniya fredom,0
42224,khalihom y9oulou koun mostawa thi9etna,0
42225,blech akhlek,1
42226,bravo olfa yousef,0
42227,a7sen moumathlin tbarkala 3laha m3alma,0
42228,ma7lkoum zinkoum,0
42229,meye3jebnich ijini maset laset choftou hier toul badalit chaine,1
42230,7lift 9oren wa3mil nis5aylouk rajil nadhrbou 3likinta5abnek ans wtawika cht,0
42231,9ilet torbiya 3ailet netfarjo mayjich 3ib,1
42232,halim 3amel la7ya,0
42233,maryouma ka7ba 3andha six 5wet ak7ab kifha tfouh zok fesda dmou3 lak7ab mibouna,1
42234,9elet tarebya,1
42235,fara5 miboun,1
